country,year,sex,age,suicides_no,population,suicides_per_thousand,,,,183.3528646
Spain,1996,female,25-34 years,110,3144900,0.034977265,,,,
Spain,1996,female,35-54 years,222,5026000,0.044170314,,,,
Spain,1996,female,5-14 years,8,2153000,0.003715745,,,,
Spain,1996,female,55-74 years,298,4106800,0.072562579,,,,
Spain,1996,female,75+ years,161,1585000,0.101577287,,,,
Spain,1996,male,15-24 years,278,3245600,0.085654424,,,,
Spain,1996,male,25-34 years,406,3228500,0.125754995,,,,
Spain,1996,male,35-54 years,643,4980500,0.129103504,,,,
Spain,1996,male,5-14 years,5,2269000,0.002203614,,,,
Spain,1996,male,55-74 years,716,3585800,0.199676502,,,,
Spain,1996,male,75+ years,403,909200,0.44324681,,,,
Spain,1997,female,15-24 years,70,3042300,0.023008908,,,,
Spain,1997,female,25-34 years,87,3169000,0.027453455,,,,
Spain,1997,female,35-54 years,207,5117000,0.040453391,,,,
Spain,1997,female,5-14 years,5,2086800,0.002396013,,,,
Spain,1997,female,55-74 years,292,4112300,0.071006493,,,,
Spain,1997,female,75+ years,186,1633100,0.113893822,,,,
Spain,1997,male,15-24 years,257,3177500,0.080881196,,,,
Spain,1997,male,25-34 years,421,3257100,0.129256087,,,,
Spain,1997,male,35-54 years,673,5072000,0.132689274,,,,
Spain,1997,male,5-14 years,9,2202500,0.004086266,,,,
Spain,1997,male,55-74 years,702,3593200,0.19536903,,,,
Spain,1997,male,75+ years,464,942200,0.492464445,,,,
Spain,1998,female,15-24 years,44,2963300,0.014848311,,,,
Spain,1998,female,25-34 years,99,3190600,0.031028647,,,,
Spain,1998,female,35-54 years,203,5204500,0.039004707,,,,
Spain,1998,female,5-14 years,4,2030500,0.001969958,,,,
Spain,1998,female,55-74 years,257,4120800,0.062366531,,,,
Spain,1998,female,75+ years,155,1683900,0.092048221,,,,
Spain,1998,male,15-24 years,249,3095400,0.080441946,,,,
Spain,1998,male,25-34 years,443,3282800,0.134945778,,,,
Spain,1998,male,35-54 years,650,5160800,0.125949465,,,,
Spain,1998,male,5-14 years,4,2145800,0.001864107,,,,
Spain,1998,male,55-74 years,702,3602900,0.194843043,,,,
Spain,1998,male,75+ years,451,977600,0.461333879,,,,
Spain,1999,female,15-24 years,61,2890218,0.021105674,,,,
Spain,1999,female,25-34 years,64,3242804,0.019736006,,,,
Spain,1999,female,35-54 years,204,5320218,0.038344293,,,,
Spain,1999,female,5-14 years,0,1992855,0,,,,
Spain,1999,female,55-74 years,309,4152474,0.07441347,,,,
Spain,1999,female,75+ years,171,1752702,0.097563647,,,,
Spain,1999,male,15-24 years,218,3024035,0.072089113,,,,
Spain,1999,male,25-34 years,368,3349113,0.10987984,,,,
Spain,1999,male,35-54 years,689,5278476,0.1305301,,,,
Spain,1999,male,5-14 years,2,2109838,0.00094794,,,,
Spain,1999,male,55-74 years,681,3645758,0.186792431,,,,
Spain,1999,male,75+ years,453,1030780,0.43947302,,,,
Spain,2000,female,15-24 years,43,2846326,0.015107194,,,,
Spain,2000,female,25-34 years,107,3274904,0.032672713,,,,
Spain,2000,female,35-54 years,216,5498932,0.039280355,,,,
Spain,2000,female,5-14 years,3,1984299,0.001511869,,,,
Spain,2000,female,55-74 years,285,4176546,0.068238204,,,,
Spain,2000,female,75+ years,165,1821548,0.090582296,,,,
Spain,2000,male,15-24 years,229,2984879,0.076720028,,,,
Spain,2000,male,25-34 years,400,3377214,0.118440821,,,,
Spain,2000,male,35-54 years,742,5461859,0.135851182,,,,
Spain,2000,male,5-14 years,6,2096540,0.002861858,,,,
Spain,2000,male,55-74 years,710,3711409,0.19130201,,,,
Spain,2000,male,75+ years,488,1085540,0.449545848,,,,
Spain,2001,female,15-24 years,40,2774641,0.014416279,,,,
Spain,2001,female,25-34 years,93,3333937,0.027894948,,,,
Spain,2001,female,35-54 years,234,5635311,0.041523884,,,,
Spain,2001,female,5-14 years,4,1960476,0.002040321,,,,
Spain,2001,female,55-74 years,228,4211088,0.054142777,,,,
Spain,2001,female,75+ years,160,1873657,0.085394499,,,,
Spain,2001,male,15-24 years,194,2913033,0.066597254,,,,
Spain,2001,male,25-34 years,407,3456947,0.117733943,,,,
Spain,2001,male,35-54 years,702,5607814,0.125182469,,,,
Spain,2001,male,5-14 years,7,2070400,0.003380989,,,,
Spain,2001,male,55-74 years,658,3750171,0.175458666,,,,
Spain,2001,male,75+ years,462,1126029,0.410291387,,,,
Spain,2002,female,15-24 years,46,2719911,0.016912318,,,,
Spain,2002,female,25-34 years,103,3417162,0.030141972,,,,
Spain,2002,female,35-54 years,245,5794565,0.042281,,,,
Spain,2002,female,5-14 years,1,1961320,0.000509861,,,,
Spain,2002,female,55-74 years,268,4260724,0.062900108,,,,
Spain,2002,female,75+ years,154,1934508,0.079606804,,,,
Spain,2002,male,15-24 years,196,2855801,0.068632233,,,,
Spain,2002,male,25-34 years,414,3566812,0.116070037,,,,
Spain,2002,male,35-54 years,752,5784305,0.130006976,,,,
Spain,2002,male,5-14 years,7,2069866,0.003381861,,,,
Spain,2002,male,55-74 years,688,3804296,0.180848178,,,,
Spain,2002,male,75+ years,498,1171341,0.425153734,,,,
Spain,2003,female,15-24 years,56,2663400,0.021025757,,,,
Spain,2003,female,25-34 years,93,3492577,0.026627903,,,,
Spain,2003,female,35-54 years,266,5948492,0.044717216,,,,
Spain,2003,female,5-14 years,1,1967167,0.000508345,,,,
Spain,2003,female,55-74 years,250,4309104,0.058016701,,,,
Spain,2003,female,75+ years,162,1997884,0.081085789,,,,
Spain,2003,male,15-24 years,191,2795116,0.068333479,,,,
Spain,2003,male,25-34 years,459,3667417,0.125156207,,,,
Spain,2003,male,35-54 years,799,5955985,0.134150774,,,,
Spain,2003,male,5-14 years,2,2075819,0.000963475,,,,
Spain,2003,male,55-74 years,676,3855429,0.175337167,,,,
Spain,2003,male,75+ years,523,1219166,0.428981779,,,,
Spain,2004,female,15-24 years,56,2605983,0.021489012,,,,
Spain,2004,female,25-34 years,89,3558696,0.025009161,,,,
Spain,2004,female,35-54 years,267,6105697,0.043729651,,,,
Spain,2004,female,5-14 years,1,1975353,0.000506239,,,,
Spain,2004,female,55-74 years,261,4356779,0.059906642,,,,
Spain,2004,female,75+ years,183,2064141,0.088656734,,,,
Spain,2004,male,15-24 years,175,2735115,0.063982684,,,,
Spain,2004,male,25-34 years,421,3758199,0.112021742,,,,
Spain,2004,male,35-54 years,887,6135485,0.144568848,,,,
Spain,2004,male,5-14 years,11,2084465,0.005277133,,,,
Spain,2004,male,55-74 years,659,3906640,0.168687158,,,,
Spain,2004,male,75+ years,498,1269270,0.392351509,,,,
Spain,2005,female,15-24 years,38,2553272,0.014882864,,,,
Spain,2005,female,25-34 years,117,3615897,0.032357116,,,,
Spain,2005,female,35-54 years,228,6266642,0.036383122,,,,
Spain,2005,female,5-14 years,3,1988979,0.001508312,,,,
Spain,2005,female,55-74 years,277,4405181,0.062880504,,,,
Spain,2005,female,75+ years,166,2131394,0.077883301,,,,
Spain,2005,male,15-24 years,164,2683966,0.061103606,,,,
Spain,2005,male,25-34 years,402,3844965,0.104552317,,,,
Spain,2005,male,35-54 years,829,6325167,0.131063733,,,,
Spain,2005,male,5-14 years,4,2099387,0.001905318,,,,
Spain,2005,male,55-74 years,663,3959581,0.167441959,,,,
Spain,2005,male,75+ years,508,1321048,0.384543181,,,,
Spain,2006,female,15-24 years,39,2504340,0.015572965,,,,
Spain,2006,female,25-34 years,87,3653351,0.023813753,,,,
Spain,2006,female,35-54 years,245,6427029,0.038120257,,,,
Spain,2006,female,5-14 years,3,2011294,0.001491577,,,,
Spain,2006,female,55-74 years,217,4450959,0.048753538,,,,
Spain,2006,female,75+ years,144,2199499,0.065469455,,,,
Spain,2006,male,15-24 years,153,2635454,0.058054514,,,,
Spain,2006,male,25-34 years,368,3903848,0.094265965,,,,
Spain,2006,male,35-54 years,822,6515790,0.126155079,,,,
Spain,2006,male,5-14 years,2,2122756,0.000942171,,,,
Spain,2006,male,55-74 years,676,4010241,0.168568423,,,,
Spain,2006,male,75+ years,491,1374287,0.357276173,,,,
Spain,2007,female,15-24 years,30,2477304,0.012109939,,,,
Spain,2007,female,25-34 years,97,3690155,0.026286159,,,,
Spain,2007,female,35-54 years,275,6607654,0.041618402,,,,
Spain,2007,female,5-14 years,5,2047289,0.002442254,,,,
Spain,2007,female,55-74 years,248,4502070,0.055085772,,,,
Spain,2007,female,75+ years,146,2265062,0.064457397,,,,
Spain,2007,male,15-24 years,114,2609810,0.043681341,,,,
Spain,2007,male,25-34 years,332,3962434,0.083786885,,,,
Spain,2007,male,35-54 years,841,6733333,0.124900996,,,,
Spain,2007,male,5-14 years,7,2161485,0.003238514,,,,
Spain,2007,male,55-74 years,633,4065846,0.155687156,,,,
Spain,2007,male,75+ years,536,1424885,0.376170709,,,,
Spain,2008,female,15-24 years,30,2456366,0.012213164,,,,
Spain,2008,female,25-34 years,87,3705581,0.0234781,,,,
Spain,2008,female,35-54 years,261,6786588,0.038458206,,,,
Spain,2008,female,5-14 years,2,2092458,0.000955814,,,,
Spain,2008,female,55-74 years,247,4552840,0.054251852,,,,
Spain,2008,female,75+ years,154,2324904,0.066239294,,,,
Spain,2008,male,15-24 years,138,2581615,0.053454911,,,,
Spain,2008,male,25-34 years,379,3966630,0.095547102,,,,
Spain,2008,male,35-54 years,972,6933625,0.14018641,,,,
Spain,2008,male,5-14 years,2,2209304,0.000905262,,,,
Spain,2008,male,55-74 years,701,4119213,0.170178138,,,,
Spain,2008,male,75+ years,484,1470360,0.329171087,,,,
Spain,2009,female,15-24 years,32,2405171,0.013304667,,,,
Spain,2009,female,25-34 years,80,3645416,0.021945369,,,,
Spain,2009,female,35-54 years,274,6917215,0.039611318,,,,
Spain,2009,female,5-14 years,1,2128209,0.000469879,,,,
Spain,2009,female,55-74 years,227,4595765,0.0493933,,,,
Spain,2009,female,75+ years,149,2382502,0.062539297,,,,
Spain,2009,male,15-24 years,139,2527370,0.054997883,,,,
Spain,2009,male,25-34 years,344,3882169,0.088610259,,,,
Spain,2009,male,35-54 years,945,7078821,0.133496807,,,,
Spain,2009,male,5-14 years,7,2247483,0.003114595,,,,
Spain,2009,male,55-74 years,714,4165673,0.171400876,,,,
Spain,2009,male,75+ years,517,1514292,0.341413677,,,,
Spain,2010,female,15-24 years,23,2348349,0.009794115,,,,
Spain,2010,female,25-34 years,59,3550860,0.016615693,,,,
Spain,2010,female,35-54 years,281,7026589,0.039990954,,,,
Spain,2010,female,5-14 years,0,2161906,0,,,,
Spain,2010,female,55-74 years,207,4648706,0.04452852,,,,
Spain,2010,female,75+ years,120,2436769,0.049245538,,,,
Spain,2010,male,15-24 years,99,2455458,0.040318344,,,,
Spain,2010,male,25-34 years,272,3734261,0.072839044,,,,
Spain,2010,male,35-54 years,971,7176013,0.135311906,,,,
Spain,2010,male,5-14 years,3,2285012,0.001312903,,,,
Spain,2010,male,55-74 years,635,4217377,0.150567521,,,,
Spain,2010,male,75+ years,488,1554056,0.314016998,,,,
Spain,2011,female,15-24 years,21,2294452,0.009152512,,,,
Spain,2011,female,25-34 years,70,3430347,0.020406099,,,,
Spain,2011,female,35-54 years,290,7123072,0.040712771,,,,
Spain,2011,female,5-14 years,1,2190917,0.00045643,,,,
Spain,2011,female,55-74 years,230,4716571,0.04876424,,,,
Spain,2011,female,75+ years,133,2482153,0.053582515,,,,
Spain,2011,male,15-24 years,93,2391304,0.038890915,,,,
Spain,2011,male,25-34 years,282,3561829,0.079172807,,,,
Spain,2011,male,35-54 years,942,7264343,0.129674494,,,,
Spain,2011,male,5-14 years,1,2317337,0.00043153,,,,
Spain,2011,male,55-74 years,603,4282522,0.140804881,,,,
Spain,2011,male,75+ years,514,1587724,0.323733848,,,,
Spain,2012,female,15-24 years,34,2275761,0.014940057,,,,
Spain,2012,female,25-34 years,74,3332672,0.022204405,,,,
Spain,2012,female,35-54 years,333,7311647,0.045543774,,,,
Spain,2012,female,5-14 years,1,2249607,0.000444522,,,,
Spain,2012,female,55-74 years,230,4772892,0.048188813,,,,
Spain,2012,female,75+ years,143,2583804,0.055344755,,,,
Spain,2012,male,15-24 years,120,2380360,0.050412543,,,,
Spain,2012,male,25-34 years,318,3431219,0.092678433,,,,
Spain,2012,male,35-54 years,1016,7529797,0.134930596,,,,
Spain,2012,male,5-14 years,4,2384853,0.001677252,,,,
Spain,2012,male,55-74 years,695,4411118,0.157556429,,,,
Spain,2012,male,75+ years,571,1655129,0.344988215,,,,
Spain,2013,female,15-24 years,45,2226350,0.020212455,,,,
Spain,2013,female,25-34 years,79,3167837,0.024938152,,,,
Spain,2013,female,35-54 years,373,7349605,0.050751027,,,,
Spain,2013,female,5-14 years,3,2282942,0.001314094,,,,
Spain,2013,female,55-74 years,287,4877060,0.058846928,,,,
Spain,2013,female,75+ years,173,2610418,0.066272911,,,,
Spain,2013,male,15-24 years,131,2330807,0.05620371,,,,
Spain,2013,male,25-34 years,260,3221833,0.080699403,,,,
Spain,2013,male,35-54 years,1174,7548690,0.155523674,,,,
Spain,2013,male,5-14 years,6,2422042,0.002477249,,,,
Spain,2013,male,55-74 years,812,4513382,0.179909434,,,,
Spain,2013,male,75+ years,530,1676659,0.316104825,,,,
Spain,2014,female,15-24 years,50,2191362,0.02281686,,,,
Spain,2014,female,25-34 years,86,3012206,0.028550504,,,,
Spain,2014,female,35-54 years,380,7373279,0.05153745,,,,
Spain,2014,female,5-14 years,6,2312052,0.002595097,,,,
Spain,2014,female,55-74 years,294,5008921,0.058695276,,,,
Spain,2014,female,75+ years,157,2611618,0.060115989,,,,
Spain,2014,male,15-24 years,136,2297600,0.059192201,,,,
Spain,2014,male,25-34 years,268,3040808,0.08813447,,,,
Spain,2014,male,35-54 years,1184,7552174,0.156776049,,,,
Spain,2014,male,5-14 years,4,2455356,0.001629092,,,,
Spain,2014,male,55-74 years,759,4639848,0.163582945,,,,
Spain,2014,male,75+ years,587,1677547,0.34991568,,,,
Spain,2015,female,15-24 years,47,2177807,0.021581343,,,,
Spain,2015,female,25-34 years,66,2884411,0.022881621,,,,
Spain,2015,female,35-54 years,360,7389698,0.04871647,,,,
Spain,2015,female,5-14 years,1,2329505,0.000429276,,,,
Spain,2015,female,55-74 years,281,5125562,0.054823256,,,,
Spain,2015,female,75+ years,168,2624796,0.064004974,,,,
Spain,2015,male,15-24 years,109,2287320,0.047654023,,,,
Spain,2015,male,25-34 years,241,2897590,0.083172568,,,,
Spain,2015,male,35-54 years,1015,7551081,0.13441784,,,,
Spain,2015,male,5-14 years,7,2475209,0.002828044,,,,
Spain,2015,male,55-74 years,736,4750328,0.15493667,,,,
Spain,2015,male,75+ years,573,1693221,0.338408276,,,,
Sri Lanka,1980,female,15-24 years,831,1515000,0.548514851,,,,
Sri Lanka,1980,female,25-34 years,284,962000,0.295218295,,,,
Sri Lanka,1980,female,35-54 years,163,1253000,0.130087789,,,,
Sri Lanka,1980,female,5-14 years,47,1876000,0.025053305,,,,
Sri Lanka,1980,female,55-74 years,64,517000,0.123791103,,,,
Sri Lanka,1980,female,75+ years,21,88000,0.238636364,,,,
Sri Lanka,1980,male,15-24 years,1079,1541000,0.700194679,,,,
Sri Lanka,1980,male,25-34 years,702,994000,0.706237425,,,,
Sri Lanka,1980,male,35-54 years,528,1391000,0.379583034,,,,
Sri Lanka,1980,male,5-14 years,81,1936000,0.041838843,,,,
Sri Lanka,1980,male,55-74 years,348,643000,0.541213064,,,,
Sri Lanka,1980,male,75+ years,121,94000,1.287234043,,,,
Sri Lanka,1981,female,15-24 years,942,1542000,0.610894942,,,,
Sri Lanka,1981,female,25-34 years,280,979000,0.286006129,,,,
Sri Lanka,1981,female,35-54 years,137,1276000,0.107366771,,,,
Sri Lanka,1981,female,5-14 years,53,1910000,0.027748691,,,,
Sri Lanka,1981,female,55-74 years,77,526000,0.146387833,,,,
Sri Lanka,1981,female,75+ years,20,89000,0.224719101,,,,
Sri Lanka,1981,male,15-24 years,1174,1568000,0.74872449,,,,
Sri Lanka,1981,male,25-34 years,656,1012000,0.648221344,,,,
Sri Lanka,1981,male,35-54 years,537,1416000,0.379237288,,,,
Sri Lanka,1981,male,5-14 years,73,1971000,0.037037037,,,,
Sri Lanka,1981,male,55-74 years,344,655000,0.52519084,,,,
Sri Lanka,1981,male,75+ years,108,96000,1.125,,,,
Sri Lanka,1982,female,15-24 years,966,1585000,0.609463722,,,,
Sri Lanka,1982,female,25-34 years,331,1216000,0.272203947,,,,
Sri Lanka,1982,female,35-54 years,187,1344000,0.139136905,,,,
Sri Lanka,1982,female,5-14 years,63,1697000,0.037124337,,,,
Sri Lanka,1982,female,55-74 years,64,577000,0.110918544,,,,
Sri Lanka,1982,female,75+ years,30,102000,0.294117647,,,,
Sri Lanka,1982,male,15-24 years,1386,1605000,0.863551402,,,,
Sri Lanka,1982,male,25-34 years,810,1235000,0.655870445,,,,
Sri Lanka,1982,male,35-54 years,643,1410000,0.456028369,,,,
Sri Lanka,1982,male,5-14 years,81,1762000,0.045970488,,,,
Sri Lanka,1982,male,55-74 years,397,652000,0.608895706,,,,
Sri Lanka,1982,male,75+ years,118,110000,1.072727273,,,,
Sri Lanka,1983,female,15-24 years,1028,1607000,0.639701307,,,,
Sri Lanka,1983,female,25-34 years,364,1235000,0.294736842,,,,
Sri Lanka,1983,female,35-54 years,220,1364000,0.161290323,,,,
Sri Lanka,1983,female,5-14 years,75,1721000,0.043579314,,,,
Sri Lanka,1983,female,55-74 years,96,585000,0.164102564,,,,
Sri Lanka,1983,female,75+ years,24,104000,0.230769231,,,,
Sri Lanka,1983,male,15-24 years,1479,1628000,0.908476658,,,,
Sri Lanka,1983,male,25-34 years,882,1254000,0.703349282,,,,
Sri Lanka,1983,male,35-54 years,760,1430000,0.531468531,,,,
Sri Lanka,1983,male,5-14 years,97,1788000,0.054250559,,,,
Sri Lanka,1983,male,55-74 years,460,661000,0.69591528,,,,
Sri Lanka,1983,male,75+ years,106,111000,0.954954955,,,,
Sri Lanka,1984,female,15-24 years,1066,1627000,0.655193608,,,,
Sri Lanka,1984,female,25-34 years,374,1249000,0.299439552,,,,
Sri Lanka,1984,female,35-54 years,230,1381000,0.166545981,,,,
Sri Lanka,1984,female,5-14 years,58,1742000,0.033295063,,,,
Sri Lanka,1984,female,55-74 years,81,592000,0.136824324,,,,
Sri Lanka,1984,female,75+ years,20,105000,0.19047619,,,,
Sri Lanka,1984,male,15-24 years,1522,1648000,0.923543689,,,,
Sri Lanka,1984,male,25-34 years,925,1269000,0.72892041,,,,
Sri Lanka,1984,male,35-54 years,835,1447000,0.577055978,,,,
Sri Lanka,1984,male,5-14 years,75,1809000,0.04145937,,,,
Sri Lanka,1984,male,55-74 years,461,670000,0.688059701,,,,
Sri Lanka,1984,male,75+ years,122,113000,1.079646018,,,,
Sri Lanka,1985,female,15-24 years,943,1652000,0.570823245,,,,
Sri Lanka,1985,female,25-34 years,426,1268000,0.335962145,,,,
Sri Lanka,1985,female,35-54 years,203,1402000,0.144793153,,,,
Sri Lanka,1985,female,5-14 years,55,1768000,0.031108597,,,,
Sri Lanka,1985,female,55-74 years,80,600000,0.133333333,,,,
Sri Lanka,1985,female,75+ years,23,106000,0.216981132,,,,
Sri Lanka,1985,male,15-24 years,1432,1673000,0.8559474,,,,
Sri Lanka,1985,male,25-34 years,1024,1288000,0.795031056,,,,
Sri Lanka,1985,male,35-54 years,824,1469000,0.5609258,,,,
Sri Lanka,1985,male,5-14 years,71,1836000,0.038671024,,,,
Sri Lanka,1985,male,55-74 years,443,680000,0.651470588,,,,
Sri Lanka,1985,male,75+ years,144,115000,1.252173913,,,,
Sri Lanka,1986,female,15-24 years,804,1680400,0.47845751,,,,
Sri Lanka,1986,female,25-34 years,365,1290400,0.282858029,,,,
Sri Lanka,1986,female,35-54 years,193,1425200,0.13541959,,,,
Sri Lanka,1986,female,5-14 years,35,1799700,0.019447686,,,,
Sri Lanka,1986,female,55-74 years,72,611700,0.117704757,,,,
Sri Lanka,1986,female,75+ years,22,109400,0.201096892,,,,
Sri Lanka,1986,male,15-24 years,1304,1702300,0.76602244,,,,
Sri Lanka,1986,male,25-34 years,1045,1310300,0.797527284,,,,
Sri Lanka,1986,male,35-54 years,851,1495400,0.569078507,,,,
Sri Lanka,1986,male,5-14 years,48,1868800,0.025684932,,,,
Sri Lanka,1986,male,55-74 years,461,690600,0.667535476,,,,
Sri Lanka,1986,male,75+ years,145,117200,1.237201365,,,,
Sri Lanka,1996,female,15-24 years,500,1726757,0.289560141,,,,
Sri Lanka,1996,female,25-34 years,284,1516469,0.187277155,,,,
Sri Lanka,1996,female,35-54 years,228,2135855,0.10674882,,,,
Sri Lanka,1996,female,5-14 years,26,1768842,0.014698882,,,,
Sri Lanka,1996,female,55-74 years,102,966021,0.105587767,,,,
Sri Lanka,1996,female,75+ years,30,196180,0.152920787,,,,
Sri Lanka,1996,male,15-24 years,768,1772399,0.43331101,,,,
Sri Lanka,1996,male,25-34 years,918,1524411,0.6021998,,,,
Sri Lanka,1996,male,35-54 years,1211,2095820,0.577816797,,,,
Sri Lanka,1996,male,5-14 years,37,1840930,0.020098537,,,,
Sri Lanka,1996,male,55-74 years,648,919081,0.705052112,,,,
Sri Lanka,1996,male,75+ years,146,191662,0.761757678,,,,
Sri Lanka,1997,female,15-24 years,623,1738059,0.35844583,,,,
Sri Lanka,1997,female,25-34 years,341,1514575,0.225145668,,,,
Sri Lanka,1997,female,35-54 years,313,2204629,0.141974001,,,,
Sri Lanka,1997,female,5-14 years,49,1739451,0.028169808,,,,
Sri Lanka,1997,female,55-74 years,118,984037,0.11991419,,,,
Sri Lanka,1997,female,75+ years,53,201309,0.263276853,,,,
Sri Lanka,1997,male,15-24 years,924,1779781,0.519164998,,,,
Sri Lanka,1997,male,25-34 years,1109,1514832,0.732094384,,,,
Sri Lanka,1997,male,35-54 years,1491,2161948,0.68965581,,,,
Sri Lanka,1997,male,5-14 years,36,1810805,0.019880661,,,,
Sri Lanka,1997,male,55-74 years,649,930446,0.697514955,,,,
Sri Lanka,1997,male,75+ years,181,195537,0.925656014,,,,
Sri Lanka,1998,female,15-24 years,522,1753245,0.297733631,,,,
Sri Lanka,1998,female,25-34 years,310,1508958,0.20543978,,,,
Sri Lanka,1998,female,35-54 years,278,2271131,0.122405973,,,,
Sri Lanka,1998,female,5-14 years,52,1710834,0.030394533,,,,
Sri Lanka,1998,female,55-74 years,118,1006698,0.117214895,,,,
Sri Lanka,1998,female,75+ years,32,205515,0.155706396,,,,
Sri Lanka,1998,male,15-24 years,740,1792565,0.412816272,,,,
Sri Lanka,1998,male,25-34 years,968,1499623,0.645495568,,,,
Sri Lanka,1998,male,35-54 years,1567,2224435,0.704448545,,,,
Sri Lanka,1998,male,5-14 years,40,1780463,0.022466066,,,,
Sri Lanka,1998,male,55-74 years,677,946470,0.715289444,,,,
Sri Lanka,1998,male,75+ years,214,197754,1.082152573,,,,
Sri Lanka,1999,female,15-24 years,536,1767426,0.303265879,,,,
Sri Lanka,1999,female,25-34 years,303,1501778,0.201760846,,,,
Sri Lanka,1999,female,35-54 years,304,2334618,0.130214022,,,,
Sri Lanka,1999,female,5-14 years,35,1684408,0.020778814,,,,
Sri Lanka,1999,female,55-74 years,121,1035715,0.116827506,,,,
Sri Lanka,1999,female,75+ years,49,208739,0.234742909,,,,
Sri Lanka,1999,male,15-24 years,765,1805721,0.423653488,,,,
Sri Lanka,1999,male,25-34 years,997,1481693,0.67287893,,,,
Sri Lanka,1999,male,35-54 years,1609,2281687,0.705179983,,,,
Sri Lanka,1999,male,5-14 years,35,1751332,0.019984789,,,,
Sri Lanka,1999,male,55-74 years,683,968940,0.704894008,,,,
Sri Lanka,1999,male,75+ years,182,198230,0.91812541,,,,
Sri Lanka,2000,female,15-24 years,504,1776940,0.283633662,,,,
Sri Lanka,2000,female,25-34 years,288,1495529,0.192573999,,,,
Sri Lanka,2000,female,35-54 years,309,2394085,0.129068099,,,,
Sri Lanka,2000,female,5-14 years,27,1659830,0.016266726,,,,
Sri Lanka,2000,female,55-74 years,125,1072256,0.116576638,,,,
Sri Lanka,2000,female,75+ years,40,210936,0.189630978,,,,
Sri Lanka,2000,male,15-24 years,615,1815183,0.338808814,,,,
Sri Lanka,2000,male,25-34 years,873,1464384,0.596155107,,,,
Sri Lanka,2000,male,35-54 years,1521,2331906,0.652256137,,,,
Sri Lanka,2000,male,5-14 years,21,1723309,0.012185859,,,,
Sri Lanka,2000,male,55-74 years,729,999107,0.729651579,,,,
Sri Lanka,2000,male,75+ years,200,196877,1.015862696,,,,
Sri Lanka,2001,female,15-24 years,394,1778830,0.221493903,,,,
Sri Lanka,2001,female,25-34 years,224,1503451,0.148990556,,,,
Sri Lanka,2001,female,35-54 years,244,2437630,0.100097226,,,,
Sri Lanka,2001,female,5-14 years,15,1640606,0.009142963,,,,
Sri Lanka,2001,female,55-74 years,100,1109859,0.090101535,,,,
Sri Lanka,2001,female,75+ years,31,222745,0.139172596,,,,
Sri Lanka,2001,male,15-24 years,508,1811743,0.28039297,,,,
Sri Lanka,2001,male,25-34 years,755,1469938,0.513627105,,,,
Sri Lanka,2001,male,35-54 years,1468,2362538,0.621365667,,,,
Sri Lanka,2001,male,5-14 years,18,1699714,0.010590017,,,,
Sri Lanka,2001,male,55-74 years,671,1025106,0.654566455,,,,
Sri Lanka,2001,male,75+ years,162,204801,0.791011763,,,,
Sri Lanka,2002,female,15-24 years,335,1772766,0.188970231,,,,
Sri Lanka,2002,female,25-34 years,213,1514774,0.140615036,,,,
Sri Lanka,2002,female,35-54 years,204,2477980,0.08232512,,,,
Sri Lanka,2002,female,5-14 years,28,1626383,0.017216117,,,,
Sri Lanka,2002,female,55-74 years,106,1153099,0.091926192,,,,
Sri Lanka,2002,female,75+ years,31,234216,0.132356457,,,,
Sri Lanka,2002,male,15-24 years,520,1799884,0.288907507,,,,
Sri Lanka,2002,male,25-34 years,639,1478000,0.432341001,,,,
Sri Lanka,2002,male,35-54 years,1476,2389646,0.617664708,,,,
Sri Lanka,2002,male,5-14 years,24,1682076,0.014268083,,,,
Sri Lanka,2002,male,55-74 years,641,1055685,0.607188697,,,,
Sri Lanka,2002,male,75+ years,165,211446,0.78034108,,,,
Sri Lanka,2003,female,15-24 years,358,1760232,0.203382281,,,,
Sri Lanka,2003,female,25-34 years,186,1529565,0.121603201,,,,
Sri Lanka,2003,female,35-54 years,218,2514643,0.086692226,,,,
Sri Lanka,2003,female,5-14 years,23,1615933,0.014233263,,,,
Sri Lanka,2003,female,55-74 years,111,1200816,0.092437143,,,,
Sri Lanka,2003,female,75+ years,38,245223,0.154960995,,,,
Sri Lanka,2003,male,15-24 years,509,1781707,0.285681091,,,,
Sri Lanka,2003,male,25-34 years,650,1488285,0.436744306,,,,
Sri Lanka,2003,male,35-54 years,1483,2413016,0.614583575,,,,
Sri Lanka,2003,male,5-14 years,11,1668884,0.006591231,,,,
Sri Lanka,2003,male,55-74 years,690,1089743,0.633176813,,,,
Sri Lanka,2003,male,75+ years,190,216549,0.877399572,,,,
Sri Lanka,2006,female,15-24 years,333,1699144,0.195981035,,,,
Sri Lanka,2006,female,25-34 years,194,1594072,0.121700902,,,,
Sri Lanka,2006,female,35-54 years,198,2603293,0.076057516,,,,
Sri Lanka,2006,female,5-14 years,11,1606015,0.006849251,,,,
Sri Lanka,2006,female,55-74 years,111,1344897,0.082534202,,,,
Sri Lanka,2006,female,75+ years,51,276505,0.184445128,,,,
Sri Lanka,2006,male,15-24 years,423,1697398,0.24920496,,,,
Sri Lanka,2006,male,25-34 years,573,1541529,0.371708868,,,,
Sri Lanka,2006,male,35-54 years,1246,2465505,0.505373139,,,,
Sri Lanka,2006,male,5-14 years,15,1650300,0.009089256,,,,
