country,year,sex,age,suicides_no,population,suicides_per_thousand,,,,183.3528646
Dominica,1992,male,15-24 years,0,1664091.14,0,,,,
Dominica,1992,male,25-34 years,0,1664091.14,0,,,,
Dominica,1992,male,35-54 years,0,1664091.14,0,,,,
Dominica,1992,male,5-14 years,0,1664091.14,0,,,,
Dominica,1992,male,55-74 years,0,1664091.14,0,,,,
Dominica,1992,male,75+ years,0,1664091.14,0,,,,
Dominica,1993,female,15-24 years,0,1664091.14,0,,,,
Dominica,1993,female,25-34 years,0,1664091.14,0,,,,
Dominica,1993,female,35-54 years,0,1664091.14,0,,,,
Dominica,1993,female,5-14 years,0,1664091.14,0,,,,
Dominica,1993,female,55-74 years,0,1664091.14,0,,,,
Dominica,1993,female,75+ years,0,1664091.14,0,,,,
Dominica,1993,male,15-24 years,0,1664091.14,0,,,,
Dominica,1993,male,25-34 years,0,1664091.14,0,,,,
Dominica,1993,male,35-54 years,0,1664091.14,0,,,,
Dominica,1993,male,5-14 years,0,1664091.14,0,,,,
Dominica,1993,male,55-74 years,0,1664091.14,0,,,,
Dominica,1993,male,75+ years,0,1664091.14,0,,,,
Dominica,1994,female,15-24 years,0,1664091.14,0,,,,
Dominica,1994,female,25-34 years,0,1664091.14,0,,,,
Dominica,1994,female,35-54 years,0,1664091.14,0,,,,
Dominica,1994,female,5-14 years,0,1664091.14,0,,,,
Dominica,1994,female,55-74 years,0,1664091.14,0,,,,
Dominica,1994,female,75+ years,0,1664091.14,0,,,,
Dominica,1994,male,15-24 years,0,1664091.14,0,,,,
Dominica,1994,male,25-34 years,0,1664091.14,0,,,,
Dominica,1994,male,35-54 years,0,1664091.14,0,,,,
Dominica,1994,male,5-14 years,0,1664091.14,0,,,,
Dominica,1994,male,55-74 years,0,1664091.14,0,,,,
Dominica,1994,male,75+ years,0,1664091.14,0,,,,
Dominica,1995,female,15-24 years,0,1664091.14,0,,,,
Dominica,1995,female,25-34 years,0,1664091.14,0,,,,
Dominica,1995,female,35-54 years,0,1664091.14,0,,,,
Dominica,1995,female,5-14 years,0,1664091.14,0,,,,
Dominica,1995,female,55-74 years,0,1664091.14,0,,,,
Dominica,1995,female,75+ years,0,1664091.14,0,,,,
Dominica,1995,male,15-24 years,0,1664091.14,0,,,,
Dominica,1995,male,25-34 years,0,1664091.14,0,,,,
Dominica,1995,male,35-54 years,2,1664091.14,0.001201857,,,,
Dominica,1995,male,5-14 years,0,1664091.14,0,,,,
Dominica,1995,male,55-74 years,0,1664091.14,0,,,,
Dominica,1995,male,75+ years,0,1664091.14,0,,,,
Dominica,1996,female,15-24 years,0,1664091.14,0,,,,
Dominica,1996,female,25-34 years,0,1664091.14,0,,,,
Dominica,1996,female,35-54 years,0,1664091.14,0,,,,
Dominica,1996,female,5-14 years,0,1664091.14,0,,,,
Dominica,1996,female,55-74 years,0,1664091.14,0,,,,
Dominica,1996,female,75+ years,0,1664091.14,0,,,,
Dominica,1996,male,15-24 years,0,1664091.14,0,,,,
Dominica,1996,male,25-34 years,0,1664091.14,0,,,,
Dominica,1996,male,35-54 years,0,1664091.14,0,,,,
Dominica,1996,male,5-14 years,0,1664091.14,0,,,,
Dominica,1996,male,55-74 years,0,1664091.14,0,,,,
Dominica,1996,male,75+ years,0,1664091.14,0,,,,
Dominica,1997,female,15-24 years,0,1664091.14,0,,,,
Dominica,1997,female,25-34 years,0,1664091.14,0,,,,
Dominica,1997,female,35-54 years,0,1664091.14,0,,,,
Dominica,1997,female,5-14 years,0,1664091.14,0,,,,
Dominica,1997,female,55-74 years,0,1664091.14,0,,,,
Dominica,1997,female,75+ years,0,1664091.14,0,,,,
Dominica,1997,male,15-24 years,0,1664091.14,0,,,,
Dominica,1997,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,1997,male,35-54 years,0,1664091.14,0,,,,
Dominica,1997,male,5-14 years,0,1664091.14,0,,,,
Dominica,1997,male,55-74 years,0,1664091.14,0,,,,
Dominica,1997,male,75+ years,0,1664091.14,0,,,,
Dominica,1998,female,15-24 years,0,1664091.14,0,,,,
Dominica,1998,female,25-34 years,0,1664091.14,0,,,,
Dominica,1998,female,35-54 years,0,1664091.14,0,,,,
Dominica,1998,female,5-14 years,0,1664091.14,0,,,,
Dominica,1998,female,55-74 years,0,1664091.14,0,,,,
Dominica,1998,female,75+ years,0,1664091.14,0,,,,
Dominica,1998,male,15-24 years,0,1664091.14,0,,,,
Dominica,1998,male,25-34 years,0,1664091.14,0,,,,
Dominica,1998,male,35-54 years,0,1664091.14,0,,,,
Dominica,1998,male,5-14 years,0,1664091.14,0,,,,
Dominica,1998,male,55-74 years,0,1664091.14,0,,,,
Dominica,1998,male,75+ years,0,1664091.14,0,,,,
Dominica,1999,female,15-24 years,0,1664091.14,0,,,,
Dominica,1999,female,25-34 years,0,1664091.14,0,,,,
Dominica,1999,female,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,1999,female,5-14 years,0,1664091.14,0,,,,
Dominica,1999,female,55-74 years,0,1664091.14,0,,,,
Dominica,1999,female,75+ years,1,1664091.14,0.000600929,,,,
Dominica,1999,male,15-24 years,1,1664091.14,0.000600929,,,,
Dominica,1999,male,25-34 years,4,1664091.14,0.002403714,,,,
Dominica,1999,male,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,1999,male,5-14 years,0,1664091.14,0,,,,
Dominica,1999,male,55-74 years,0,1664091.14,0,,,,
Dominica,1999,male,75+ years,0,1664091.14,0,,,,
Dominica,2000,female,15-24 years,0,1664091.14,0,,,,
Dominica,2000,female,25-34 years,0,1664091.14,0,,,,
Dominica,2000,female,35-54 years,0,1664091.14,0,,,,
Dominica,2000,female,5-14 years,0,1664091.14,0,,,,
Dominica,2000,female,55-74 years,0,1664091.14,0,,,,
Dominica,2000,female,75+ years,0,1664091.14,0,,,,
Dominica,2000,male,15-24 years,0,1664091.14,0,,,,
Dominica,2000,male,25-34 years,0,1664091.14,0,,,,
Dominica,2000,male,35-54 years,0,1664091.14,0,,,,
Dominica,2000,male,5-14 years,0,1664091.14,0,,,,
Dominica,2000,male,55-74 years,1,1664091.14,0.000600929,,,,
Dominica,2000,male,75+ years,1,1664091.14,0.000600929,,,,
Dominica,2001,female,15-24 years,1,1664091.14,0.000600929,,,,
Dominica,2001,female,25-34 years,0,1664091.14,0,,,,
Dominica,2001,female,35-54 years,0,1664091.14,0,,,,
Dominica,2001,female,5-14 years,0,1664091.14,0,,,,
Dominica,2001,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominica,2001,female,75+ years,0,1664091.14,0,,,,
Dominica,2001,male,15-24 years,0,1664091.14,0,,,,
Dominica,2001,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2001,male,35-54 years,2,1664091.14,0.001201857,,,,
Dominica,2001,male,5-14 years,0,1664091.14,0,,,,
Dominica,2001,male,55-74 years,0,1664091.14,0,,,,
Dominica,2001,male,75+ years,0,1664091.14,0,,,,
Dominica,2002,female,15-24 years,0,1664091.14,0,,,,
Dominica,2002,female,25-34 years,0,1664091.14,0,,,,
Dominica,2002,female,35-54 years,0,1664091.14,0,,,,
Dominica,2002,female,5-14 years,0,1664091.14,0,,,,
Dominica,2002,female,55-74 years,0,1664091.14,0,,,,
Dominica,2002,female,75+ years,0,1664091.14,0,,,,
Dominica,2002,male,15-24 years,0,1664091.14,0,,,,
Dominica,2002,male,25-34 years,0,1664091.14,0,,,,
Dominica,2002,male,35-54 years,2,1664091.14,0.001201857,,,,
Dominica,2002,male,5-14 years,0,1664091.14,0,,,,
Dominica,2002,male,55-74 years,0,1664091.14,0,,,,
Dominica,2002,male,75+ years,0,1664091.14,0,,,,
Dominica,2003,female,15-24 years,1,1664091.14,0.000600929,,,,
Dominica,2003,female,25-34 years,0,1664091.14,0,,,,
Dominica,2003,female,35-54 years,0,1664091.14,0,,,,
Dominica,2003,female,5-14 years,0,1664091.14,0,,,,
Dominica,2003,female,55-74 years,0,1664091.14,0,,,,
Dominica,2003,female,75+ years,0,1664091.14,0,,,,
Dominica,2003,male,15-24 years,0,1664091.14,0,,,,
Dominica,2003,male,25-34 years,0,1664091.14,0,,,,
Dominica,2003,male,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2003,male,5-14 years,0,1664091.14,0,,,,
Dominica,2003,male,55-74 years,0,1664091.14,0,,,,
Dominica,2003,male,75+ years,0,1664091.14,0,,,,
Dominica,2004,female,15-24 years,0,1664091.14,0,,,,
Dominica,2004,female,25-34 years,0,1664091.14,0,,,,
Dominica,2004,female,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2004,female,5-14 years,0,1664091.14,0,,,,
Dominica,2004,female,55-74 years,0,1664091.14,0,,,,
Dominica,2004,female,75+ years,0,1664091.14,0,,,,
Dominica,2004,male,15-24 years,0,1664091.14,0,,,,
Dominica,2004,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2004,male,35-54 years,0,1664091.14,0,,,,
Dominica,2004,male,5-14 years,0,1664091.14,0,,,,
Dominica,2004,male,55-74 years,0,1664091.14,0,,,,
Dominica,2004,male,75+ years,0,1664091.14,0,,,,
Dominica,2005,female,15-24 years,0,1664091.14,0,,,,
Dominica,2005,female,25-34 years,0,1664091.14,0,,,,
Dominica,2005,female,35-54 years,0,1664091.14,0,,,,
Dominica,2005,female,5-14 years,0,1664091.14,0,,,,
Dominica,2005,female,55-74 years,0,1664091.14,0,,,,
Dominica,2005,female,75+ years,0,1664091.14,0,,,,
Dominica,2005,male,15-24 years,0,1664091.14,0,,,,
Dominica,2005,male,25-34 years,0,1664091.14,0,,,,
Dominica,2005,male,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2005,male,5-14 years,0,1664091.14,0,,,,
Dominica,2005,male,55-74 years,0,1664091.14,0,,,,
Dominica,2005,male,75+ years,0,1664091.14,0,,,,
Dominica,2006,female,15-24 years,0,1664091.14,0,,,,
Dominica,2006,female,25-34 years,0,1664091.14,0,,,,
Dominica,2006,female,35-54 years,0,1664091.14,0,,,,
Dominica,2006,female,5-14 years,0,1664091.14,0,,,,
Dominica,2006,female,55-74 years,0,1664091.14,0,,,,
Dominica,2006,female,75+ years,0,1664091.14,0,,,,
Dominica,2006,male,15-24 years,0,1664091.14,0,,,,
Dominica,2006,male,25-34 years,0,1664091.14,0,,,,
Dominica,2006,male,35-54 years,0,1664091.14,0,,,,
Dominica,2006,male,5-14 years,0,1664091.14,0,,,,
Dominica,2006,male,55-74 years,0,1664091.14,0,,,,
Dominica,2006,male,75+ years,0,1664091.14,0,,,,
Dominica,2007,female,15-24 years,0,1664091.14,0,,,,
Dominica,2007,female,25-34 years,0,1664091.14,0,,,,
Dominica,2007,female,35-54 years,0,1664091.14,0,,,,
Dominica,2007,female,5-14 years,0,1664091.14,0,,,,
Dominica,2007,female,55-74 years,0,1664091.14,0,,,,
Dominica,2007,female,75+ years,0,1664091.14,0,,,,
Dominica,2007,male,15-24 years,0,1664091.14,0,,,,
Dominica,2007,male,25-34 years,2,1664091.14,0.001201857,,,,
Dominica,2007,male,35-54 years,0,1664091.14,0,,,,
Dominica,2007,male,5-14 years,0,1664091.14,0,,,,
Dominica,2007,male,55-74 years,0,1664091.14,0,,,,
Dominica,2007,male,75+ years,0,1664091.14,0,,,,
Dominica,2008,female,15-24 years,0,1664091.14,0,,,,
Dominica,2008,female,25-34 years,0,1664091.14,0,,,,
Dominica,2008,female,35-54 years,0,1664091.14,0,,,,
Dominica,2008,female,5-14 years,0,1664091.14,0,,,,
Dominica,2008,female,55-74 years,0,1664091.14,0,,,,
Dominica,2008,female,75+ years,0,1664091.14,0,,,,
Dominica,2008,male,15-24 years,0,1664091.14,0,,,,
Dominica,2008,male,25-34 years,0,1664091.14,0,,,,
Dominica,2008,male,35-54 years,2,1664091.14,0.001201857,,,,
Dominica,2008,male,5-14 years,0,1664091.14,0,,,,
Dominica,2008,male,55-74 years,0,1664091.14,0,,,,
Dominica,2008,male,75+ years,1,1664091.14,0.000600929,,,,
Dominica,2009,female,15-24 years,0,1664091.14,0,,,,
Dominica,2009,female,25-34 years,0,1664091.14,0,,,,
Dominica,2009,female,35-54 years,0,1664091.14,0,,,,
Dominica,2009,female,5-14 years,0,1664091.14,0,,,,
Dominica,2009,female,55-74 years,0,1664091.14,0,,,,
Dominica,2009,female,75+ years,0,1664091.14,0,,,,
Dominica,2009,male,15-24 years,0,1664091.14,0,,,,
Dominica,2009,male,25-34 years,0,1664091.14,0,,,,
Dominica,2009,male,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2009,male,5-14 years,0,1664091.14,0,,,,
Dominica,2009,male,55-74 years,0,1664091.14,0,,,,
Dominica,2009,male,75+ years,0,1664091.14,0,,,,
Dominica,2010,female,15-24 years,0,1664091.14,0,,,,
Dominica,2010,female,25-34 years,0,1664091.14,0,,,,
Dominica,2010,female,35-54 years,0,1664091.14,0,,,,
Dominica,2010,female,5-14 years,0,1664091.14,0,,,,
Dominica,2010,female,55-74 years,0,1664091.14,0,,,,
Dominica,2010,female,75+ years,0,1664091.14,0,,,,
Dominica,2010,male,15-24 years,1,1664091.14,0.000600929,,,,
Dominica,2010,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2010,male,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2010,male,5-14 years,0,1664091.14,0,,,,
Dominica,2010,male,55-74 years,0,1664091.14,0,,,,
Dominica,2010,male,75+ years,0,1664091.14,0,,,,
Dominica,2011,female,15-24 years,1,1664091.14,0.000600929,,,,
Dominica,2011,female,25-34 years,0,1664091.14,0,,,,
Dominica,2011,female,35-54 years,0,1664091.14,0,,,,
Dominica,2011,female,5-14 years,0,1664091.14,0,,,,
Dominica,2011,female,55-74 years,0,1664091.14,0,,,,
Dominica,2011,female,75+ years,0,1664091.14,0,,,,
Dominica,2011,male,15-24 years,0,1664091.14,0,,,,
Dominica,2011,male,25-34 years,0,1664091.14,0,,,,
Dominica,2011,male,35-54 years,3,1664091.14,0.001802786,,,,
Dominica,2011,male,5-14 years,0,1664091.14,0,,,,
Dominica,2011,male,55-74 years,1,1664091.14,0.000600929,,,,
Dominica,2011,male,75+ years,0,1664091.14,0,,,,
Dominica,2012,female,15-24 years,0,1664091.14,0,,,,
Dominica,2012,female,25-34 years,0,1664091.14,0,,,,
Dominica,2012,female,35-54 years,0,1664091.14,0,,,,
Dominica,2012,female,5-14 years,0,1664091.14,0,,,,
Dominica,2012,female,55-74 years,0,1664091.14,0,,,,
Dominica,2012,female,75+ years,0,1664091.14,0,,,,
Dominica,2012,male,15-24 years,0,1664091.14,0,,,,
Dominica,2012,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2012,male,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2012,male,5-14 years,0,1664091.14,0,,,,
Dominica,2012,male,55-74 years,0,1664091.14,0,,,,
Dominica,2012,male,75+ years,0,1664091.14,0,,,,
Dominica,2013,female,15-24 years,0,1664091.14,0,,,,
Dominica,2013,female,25-34 years,0,1664091.14,0,,,,
Dominica,2013,female,35-54 years,0,1664091.14,0,,,,
Dominica,2013,female,5-14 years,0,1664091.14,0,,,,
Dominica,2013,female,55-74 years,0,1664091.14,0,,,,
Dominica,2013,female,75+ years,0,1664091.14,0,,,,
Dominica,2013,male,15-24 years,0,1664091.14,0,,,,
Dominica,2013,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2013,male,35-54 years,0,1664091.14,0,,,,
Dominica,2013,male,5-14 years,0,1664091.14,0,,,,
Dominica,2013,male,55-74 years,0,1664091.14,0,,,,
Dominica,2013,male,75+ years,0,1664091.14,0,,,,
Dominica,2014,female,15-24 years,0,1664091.14,0,,,,
Dominica,2014,female,25-34 years,0,1664091.14,0,,,,
Dominica,2014,female,35-54 years,0,1664091.14,0,,,,
Dominica,2014,female,5-14 years,0,1664091.14,0,,,,
Dominica,2014,female,55-74 years,0,1664091.14,0,,,,
Dominica,2014,female,75+ years,0,1664091.14,0,,,,
Dominica,2014,male,15-24 years,1,1664091.14,0.000600929,,,,
Dominica,2014,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2014,male,35-54 years,0,1664091.14,0,,,,
Dominica,2014,male,5-14 years,0,1664091.14,0,,,,
Dominica,2014,male,55-74 years,1,1664091.14,0.000600929,,,,
Dominica,2014,male,75+ years,0,1664091.14,0,,,,
Dominica,2015,female,15-24 years,0,1664091.14,0,,,,
Dominica,2015,female,25-34 years,0,1664091.14,0,,,,
Dominica,2015,female,35-54 years,1,1664091.14,0.000600929,,,,
Dominica,2015,female,5-14 years,0,1664091.14,0,,,,
Dominica,2015,female,55-74 years,0,1664091.14,0,,,,
Dominica,2015,female,75+ years,0,1664091.14,0,,,,
Dominica,2015,male,15-24 years,0,1664091.14,0,,,,
Dominica,2015,male,25-34 years,1,1664091.14,0.000600929,,,,
Dominica,2015,male,35-54 years,2,1664091.14,0.001201857,,,,
Dominica,2015,male,5-14 years,0,1664091.14,0,,,,
Dominica,2015,male,55-74 years,1,1664091.14,0.000600929,,,,
Dominica,2015,male,75+ years,0,1664091.14,0,,,,
Dominican Republic,1980,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,1980,female,25-34 years,9,1664091.14,0.005408358,,,,
Dominican Republic,1980,female,35-54 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1980,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1980,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1980,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1980,male,15-24 years,22,1664091.14,0.01322043,,,,
Dominican Republic,1980,male,25-34 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1980,male,35-54 years,23,1664091.14,0.013821358,,,,
Dominican Republic,1980,male,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1980,male,55-74 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1980,male,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,1981,female,15-24 years,7,1664091.14,0.0042065,,,,
Dominican Republic,1981,female,25-34 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1981,female,35-54 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1981,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1981,female,55-74 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1981,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1981,male,15-24 years,15,1664091.14,0.009013929,,,,
Dominican Republic,1981,male,25-34 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1981,male,35-54 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1981,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1981,male,55-74 years,19,1664091.14,0.011417644,,,,
Dominican Republic,1981,male,75+ years,6,1664091.14,0.003605572,,,,
Dominican Republic,1982,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,1982,female,25-34 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1982,female,35-54 years,7,1664091.14,0.0042065,,,,
Dominican Republic,1982,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1982,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1982,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1982,male,15-24 years,23,1664091.14,0.013821358,,,,
Dominican Republic,1982,male,25-34 years,28,1664091.14,0.016826001,,,,
Dominican Republic,1982,male,35-54 years,28,1664091.14,0.016826001,,,,
Dominican Republic,1982,male,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1982,male,55-74 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1982,male,75+ years,9,1664091.14,0.005408358,,,,
Dominican Republic,1983,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,1983,female,25-34 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1983,female,35-54 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1983,female,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1983,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1983,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1983,male,15-24 years,29,1664091.14,0.01742693,,,,
Dominican Republic,1983,male,25-34 years,31,1664091.14,0.018628787,,,,
Dominican Republic,1983,male,35-54 years,36,1664091.14,0.02163343,,,,
Dominican Republic,1983,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1983,male,55-74 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1983,male,75+ years,19,1664091.14,0.011417644,,,,
Dominican Republic,1984,female,15-24 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1984,female,25-34 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1984,female,35-54 years,9,1664091.14,0.005408358,,,,
Dominican Republic,1984,female,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1984,female,55-74 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1984,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1984,male,15-24 years,26,1664091.14,0.015624144,,,,
Dominican Republic,1984,male,25-34 years,26,1664091.14,0.015624144,,,,
Dominican Republic,1984,male,35-54 years,26,1664091.14,0.015624144,,,,
Dominican Republic,1984,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1984,male,55-74 years,21,1664091.14,0.012619501,,,,
Dominican Republic,1984,male,75+ years,7,1664091.14,0.0042065,,,,
Dominican Republic,1985,female,15-24 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1985,female,25-34 years,10,1664091.14,0.006009286,,,,
Dominican Republic,1985,female,35-54 years,8,1664091.14,0.004807429,,,,
Dominican Republic,1985,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1985,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1985,female,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,1985,male,15-24 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1985,male,25-34 years,27,1664091.14,0.016225073,,,,
Dominican Republic,1985,male,35-54 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1985,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1985,male,55-74 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1985,male,75+ years,9,1664091.14,0.005408358,,,,
Dominican Republic,1986,female,15-24 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1986,female,25-34 years,9,1664091.14,0.005408358,,,,
Dominican Republic,1986,female,35-54 years,9,1664091.14,0.005408358,,,,
Dominican Republic,1986,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1986,female,55-74 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1986,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1986,male,15-24 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1986,male,25-34 years,30,1664091.14,0.018027859,,,,
Dominican Republic,1986,male,35-54 years,22,1664091.14,0.01322043,,,,
Dominican Republic,1986,male,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1986,male,55-74 years,15,1664091.14,0.009013929,,,,
Dominican Republic,1986,male,75+ years,4,1664091.14,0.002403714,,,,
Dominican Republic,1987,female,15-24 years,15,1664091.14,0.009013929,,,,
Dominican Republic,1987,female,25-34 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1987,female,35-54 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1987,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1987,female,55-74 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1987,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1987,male,15-24 years,18,1664091.14,0.010816715,,,,
Dominican Republic,1987,male,25-34 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1987,male,35-54 years,30,1664091.14,0.018027859,,,,
Dominican Republic,1987,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1987,male,55-74 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1987,male,75+ years,6,1664091.14,0.003605572,,,,
Dominican Republic,1988,female,15-24 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1988,female,25-34 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1988,female,35-54 years,8,1664091.14,0.004807429,,,,
Dominican Republic,1988,female,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1988,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1988,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1988,male,15-24 years,20,1664091.14,0.012018572,,,,
Dominican Republic,1988,male,25-34 years,13,1664091.14,0.007812072,,,,
Dominican Republic,1988,male,35-54 years,27,1664091.14,0.016225073,,,,
Dominican Republic,1988,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1988,male,55-74 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1988,male,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,1989,female,15-24 years,10,1664091.14,0.006009286,,,,
Dominican Republic,1989,female,25-34 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1989,female,35-54 years,7,1664091.14,0.0042065,,,,
Dominican Republic,1989,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1989,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1989,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1989,male,15-24 years,18,1664091.14,0.010816715,,,,
Dominican Republic,1989,male,25-34 years,29,1664091.14,0.01742693,,,,
Dominican Republic,1989,male,35-54 years,26,1664091.14,0.015624144,,,,
Dominican Republic,1989,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1989,male,55-74 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1989,male,75+ years,7,1664091.14,0.0042065,,,,
Dominican Republic,1990,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,1990,female,25-34 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1990,female,35-54 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1990,female,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1990,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1990,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1990,male,15-24 years,22,1664091.14,0.01322043,,,,
Dominican Republic,1990,male,25-34 years,25,1664091.14,0.015023216,,,,
Dominican Republic,1990,male,35-54 years,31,1664091.14,0.018628787,,,,
Dominican Republic,1990,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1990,male,55-74 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1990,male,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,1991,female,15-24 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1991,female,25-34 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1991,female,35-54 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1991,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1991,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1991,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1991,male,15-24 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1991,male,25-34 years,18,1664091.14,0.010816715,,,,
Dominican Republic,1991,male,35-54 years,27,1664091.14,0.016225073,,,,
Dominican Republic,1991,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1991,male,55-74 years,18,1664091.14,0.010816715,,,,
Dominican Republic,1991,male,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,1992,female,15-24 years,8,1664091.14,0.004807429,,,,
Dominican Republic,1992,female,25-34 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1992,female,35-54 years,5,1664091.14,0.003004643,,,,
